Pos,Player,Rk,Season,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
F,Luguentz Dort,178,2019_20,2.4,6.1,0.8,2.8,1.6,3.3,1.2,1.5,0.7,1.6,2.3,0.8,0.9,0.1,0.6,2.7
G,Damyean Dotson,179,2019_20,2.5,6.0,1.2,3.4,1.3,2.6,0.5,0.7,0.2,1.7,1.9,1.2,0.5,0.1,0.4,0.9
F,Sekou Doumbouya,180,2019_20,2.4,6.2,0.7,2.6,1.7,3.6,0.8,1.2,0.5,2.6,3.1,0.5,0.5,0.2,0.9,2.1
G,PJ Dozier,181,2019_20,2.2,5.4,0.6,1.7,1.7,3.7,0.7,1.0,0.3,1.6,1.9,2.2,0.5,0.2,0.9,1.6
G,Goran Dragić,182,2019_20,5.4,12.3,2.1,5.7,3.3,6.5,3.2,4.2,0.5,2.7,3.2,5.1,0.7,0.2,2.4,2.1
C,Andre Drummond,183,2019_20,7.3,13.8,0.1,0.6,7.2,13.1,3.0,5.2,4.4,10.8,15.2,2.7,1.9,1.6,3.6,3.5
C,Andre Drummond,184,2019_20,7.3,13.9,0.0,0.4,7.3,13.4,3.0,5.2,4.6,11.2,15.8,2.8,2.0,1.7,3.6,3.6
C,Andre Drummond,185,2019_20,7.3,13.1,0.5,1.8,6.8,11.4,2.5,4.9,3.0,8.1,11.1,1.8,1.5,1.4,3.6,3.1
F,Jared Dudley,186,2019_20,0.5,1.3,0.4,0.9,0.1,0.4,0.0,0.0,0.1,1.0,1.2,0.6,0.3,0.1,0.2,0.9
G,Kris Dunn,187,2019_20,3.0,6.7,0.6,2.2,2.4,4.5,0.8,1.1,0.5,3.2,3.6,3.4,2.0,0.3,1.3,3.1
G,Carsen Edwards,188,2019_20,1.1,3.5,0.6,2.1,0.5,1.4,0.4,0.5,0.2,1.1,1.3,0.6,0.3,0.1,0.4,0.9
G,Wayne Ellington,190,2019_20,1.7,4.8,1.4,4.0,0.3,0.9,0.3,0.4,0.1,1.7,1.8,1.2,0.4,0.1,0.5,1.1
C,Joel Embiid,191,2019_20,7.5,15.7,1.1,3.4,6.4,12.3,6.9,8.5,2.8,8.9,11.6,3.0,0.9,1.3,3.1,3.4
G,James Ennis III,192,2019_20,2.3,5.2,0.8,2.4,1.5,2.8,1.1,1.4,1.0,2.5,3.6,0.9,0.5,0.3,0.8,2.0
F,James Ennis III,193,2019_20,2.0,4.6,0.8,2.2,1.3,2.4,1.0,1.2,1.0,2.1,3.1,0.8,0.5,0.3,0.6,1.7
G,James Ennis III,194,2019_20,3.0,6.7,0.9,3.2,2.1,3.5,1.6,1.9,1.2,3.6,4.8,1.1,0.6,0.4,1.4,2.6
C,Drew Eubanks,195,2019_20,2.0,3.0,0.0,0.0,1.9,3.0,0.9,1.2,1.3,2.6,3.9,0.7,0.2,0.8,1.0,1.7
G,Jacob Evans,196,2019_20,1.6,4.6,0.4,1.3,1.1,3.3,0.9,1.0,0.3,1.1,1.4,1.1,0.4,0.4,0.9,1.4
G,Jacob Evans,197,2019_20,1.7,4.9,0.5,1.4,1.2,3.5,0.9,1.1,0.3,1.2,1.5,1.1,0.4,0.4,0.9,1.5
G,Dante Exum,199,2019_20,1.6,3.4,0.4,1.2,1.2,2.2,0.9,1.2,0.3,1.6,1.9,1.1,0.4,0.2,0.9,1.1
G,Dante Exum,200,2019_20,0.9,2.1,0.2,0.5,0.7,1.5,0.2,0.2,0.3,0.8,1.1,0.6,0.1,0.2,0.9,0.7
G,Dante Exum,201,2019_20,1.9,4.0,0.5,1.5,1.4,2.5,1.3,1.7,0.4,1.9,2.3,1.4,0.5,0.3,0.9,1.3
C,Derrick Favors,203,2019_20,4.1,6.6,0.0,0.1,4.1,6.5,0.8,1.4,3.2,6.6,9.8,1.6,0.6,0.9,1.1,2.1
C,Cristiano Felício,204,2019_20,1.5,2.5,0.0,0.1,1.5,2.4,0.8,1.0,2.5,2.1,4.6,0.7,0.5,0.1,0.8,1.5
F,Terrance Ferguson,205,2019_20,1.4,3.9,0.9,3.0,0.5,0.9,0.3,0.4,0.4,0.9,1.3,0.9,0.5,0.3,0.6,2.8
C,Bruno Fernando,206,2019_20,1.8,3.6,0.1,0.7,1.8,2.9,0.5,0.9,1.2,2.3,3.5,0.9,0.3,0.3,0.8,1.9
G,Yogi Ferrell,207,2019_20,1.6,3.8,0.5,1.6,1.1,2.2,0.7,0.8,0.1,0.9,1.0,1.4,0.4,0.1,0.6,0.8
F,Dorian Finney-Smith,208,2019_20,3.4,7.4,1.6,4.3,1.8,3.1,1.1,1.5,2.0,3.7,5.7,1.6,0.6,0.5,1.0,2.5
G,Bryn Forbes,209,2019_20,3.8,9.2,2.3,6.0,1.5,3.2,1.2,1.4,0.2,1.8,2.0,1.7,0.5,0.0,0.9,1.8
F,Evan Fournier,210,2019_20,6.6,14.1,2.6,6.6,4.0,7.5,2.7,3.3,0.3,2.3,2.6,3.2,1.1,0.2,1.9,2.4
G,De'Aaron Fox,211,2019_20,7.7,16.0,1.1,3.6,6.6,12.4,4.7,6.7,0.7,3.2,3.8,6.8,1.5,0.5,3.1,2.8
G,Melvin Frazier,212,2019_20,0.8,1.8,0.4,0.8,0.4,0.9,0.1,0.2,0.1,0.4,0.5,0.2,0.5,0.1,0.3,0.6
G,Michael Frazier,213,2019_20,0.5,2.2,0.3,1.8,0.2,0.5,0.7,1.1,0.1,0.7,0.8,0.2,0.2,0.0,0.4,1.7
G,Tim Frazier,214,2019_20,1.3,3.5,0.4,1.1,0.9,2.4,0.7,0.9,0.3,0.9,1.2,3.4,0.5,0.1,1.3,1.6
C,Enes Freedom,215,2019_20,3.4,6.0,0.0,0.1,3.4,5.9,1.2,1.7,2.8,4.6,7.4,1.0,0.4,0.7,1.0,1.7
G,Markelle Fultz,216,2019_20,5.0,10.7,0.5,1.9,4.5,8.8,1.6,2.2,0.6,2.7,3.3,5.1,1.3,0.2,2.0,2.0
F,Wenyen Gabriel,217,2019_20,0.7,1.6,0.2,0.7,0.5,0.9,0.5,0.7,0.7,1.0,1.7,0.3,0.4,0.2,0.5,1.3
F,Wenyen Gabriel,218,2019_20,0.5,1.5,0.1,0.7,0.5,0.8,0.5,0.9,0.4,0.5,0.9,0.3,0.3,0.2,0.5,0.6
F,Wenyen Gabriel,219,2019_20,0.8,1.6,0.3,0.6,0.5,1.0,0.5,0.6,0.9,1.3,2.2,0.3,0.4,0.3,0.6,1.7
C,Daniel Gafford,220,2019_20,2.2,3.1,0.0,0.0,2.2,3.1,0.7,1.4,1.2,1.3,2.5,0.5,0.3,1.3,0.7,2.3
F,Danilo Gallinari,221,2019_20,5.8,13.2,2.9,7.1,2.9,6.1,4.3,4.8,0.5,4.6,5.2,1.9,0.7,0.1,1.2,1.2
G,Langston Galloway,222,2019_20,3.6,8.2,2.0,5.0,1.6,3.2,1.1,1.3,0.5,1.8,2.3,1.5,0.7,0.2,0.6,1.5
G,Darius Garland,223,2019_20,4.7,11.8,1.8,5.0,3.0,6.8,1.1,1.2,0.5,1.4,1.9,3.9,0.7,0.1,2.6,1.6
C,Marc Gasol,224,2019_20,2.7,6.3,1.3,3.4,1.4,3.0,0.8,1.1,0.7,5.5,6.3,3.3,0.8,0.9,1.3,2.8
F,Rudy Gay,225,2019_20,4.0,8.9,1.1,3.3,2.9,5.6,1.8,2.0,0.9,4.5,5.4,1.7,0.5,0.5,1.3,1.5
F,Paul George,226,2019_20,7.1,16.3,3.3,7.9,3.9,8.4,4.0,4.5,0.5,5.2,5.7,3.9,1.4,0.4,2.6,2.4
C,Taj Gibson,227,2019_20,2.7,4.6,0.1,0.2,2.6,4.4,0.7,0.9,1.8,2.5,4.3,0.8,0.4,0.5,0.8,2.0
C,Harry Giles,228,2019_20,3.0,5.5,0.0,0.0,3.0,5.4,0.8,1.1,0.9,3.2,4.1,1.3,0.5,0.4,1.0,2.6
G,Shai Gilgeous-Alexander,229,2019_20,6.8,14.5,1.2,3.6,5.6,10.9,4.1,5.1,0.7,5.2,5.9,3.3,1.1,0.7,1.9,1.7
C,Rudy Gobert,230,2019_20,5.7,8.2,0.0,0.0,5.7,8.2,3.7,5.9,3.4,10.1,13.5,1.5,0.8,2.0,1.9,3.2
G,Brandon Goodwin,231,2019_20,2.2,5.6,0.8,2.6,1.5,3.0,0.8,0.9,0.3,1.8,2.1,1.5,0.4,0.1,0.9,1.3
F,Aaron Gordon,232,2019_20,5.4,12.4,1.2,3.8,4.2,8.5,2.4,3.6,1.7,5.9,7.7,3.7,0.8,0.6,1.6,2.0
F,Eric Gordon,233,2019_20,4.8,12.9,2.7,8.4,2.1,4.4,2.3,3.0,0.3,1.7,2.0,1.5,0.6,0.4,1.2,1.9
G,Devonte' Graham,234,2019_20,5.8,15.3,3.5,9.3,2.4,6.0,3.0,3.7,0.7,2.7,3.4,7.5,1.0,0.2,2.9,1.8
F,Treveon Graham,235,2019_20,1.6,4.4,0.6,2.2,1.0,2.2,0.7,1.0,0.9,1.8,2.7,0.8,0.4,0.1,0.5,1.9
F,Treveon Graham,236,2019_20,1.9,5.3,0.6,2.5,1.3,2.8,0.8,1.1,0.9,2.2,3.0,0.9,0.5,0.1,0.6,2.0
F,Treveon Graham,237,2019_20,1.1,3.0,0.6,1.7,0.5,1.4,0.4,0.9,1.0,1.3,2.3,0.7,0.3,0.2,0.5,1.6
F,Jerami Grant,238,2019_20,4.3,8.9,1.4,3.5,2.9,5.4,2.1,2.8,0.8,2.7,3.5,1.2,0.7,0.8,0.9,2.2
G,Jerian Grant,239,2019_20,1.7,4.5,0.3,1.3,1.3,3.2,0.8,1.2,0.3,0.7,1.0,1.5,0.2,0.2,0.5,1.8
G,Josh Gray,240,2019_20,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,2.5,0.5
G,Danny Green,241,2019_20,2.9,7.0,1.8,4.8,1.1,2.2,0.5,0.7,0.8,2.6,3.3,1.3,1.3,0.5,0.9,2.0
F,Draymond Green,242,2019_20,2.9,7.3,0.8,3.0,2.0,4.3,1.5,1.9,0.5,5.7,6.2,6.2,1.4,0.8,2.3,2.6
F,JaMychal Green,243,2019_20,2.4,5.6,1.5,3.8,0.9,1.8,0.6,0.8,1.2,4.9,6.2,0.8,0.5,0.4,0.9,2.8
G,Javonte Green,244,2019_20,1.3,2.6,0.2,0.7,1.1,1.9,0.6,0.9,0.5,1.4,1.9,0.5,0.5,0.2,0.5,0.9
C,Jeff Green,245,2019_20,3.3,7.2,1.3,3.8,2.0,3.4,1.5,1.9,0.5,2.3,2.8,1.0,0.5,0.4,0.9,1.9
F,Jeff Green,246,2019_20,2.5,6.5,1.1,3.5,1.4,3.0,1.6,2.1,0.5,2.2,2.7,0.7,0.4,0.3,0.9,1.5
C,Jeff Green,247,2019_20,4.7,8.3,1.6,4.4,3.1,3.9,1.3,1.6,0.6,2.3,2.9,1.7,0.8,0.5,0.8,2.4
F,Blake Griffin,248,2019_20,4.9,13.9,1.5,6.2,3.4,7.7,4.2,5.4,0.9,3.7,4.7,3.3,0.4,0.4,2.2,1.5
G,Marko Guduric,249,2019_20,1.4,3.6,0.6,1.9,0.8,1.7,0.5,0.6,0.3,1.3,1.7,1.0,0.3,0.2,0.8,0.8
F,Rui Hachimura,251,2019_20,5.3,11.4,0.5,1.8,4.8,9.5,2.4,2.9,1.6,4.5,6.1,1.8,0.8,0.2,1.1,2.2
G,Devon Hall,252,2019_20,0.5,2.7,0.4,1.5,0.2,1.2,0.4,0.7,0.2,0.5,0.6,1.2,0.4,0.1,0.5,0.5
F,Donta Hall,253,2019_20,1.7,2.4,0.0,0.0,1.7,2.4,1.0,2.0,1.6,2.7,4.2,0.4,0.3,0.7,0.6,2.6
F,Donta Hall,254,2019_20,0.3,1.0,0.0,0.0,0.3,1.0,1.0,1.5,1.5,2.3,3.8,0.5,0.3,0.3,0.5,2.3
C,Donta Hall,255,2019_20,2.8,3.6,0.0,0.0,2.8,3.6,1.0,2.4,1.6,3.0,4.6,0.4,0.4,1.0,0.6,2.8
G,Dusty Hannahs,256,2019_20,2.0,4.5,1.0,1.5,1.0,3.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5
G,Tim Hardaway Jr.,257,2019_20,5.4,12.5,2.9,7.2,2.5,5.2,2.1,2.6,0.4,2.9,3.3,1.9,0.6,0.1,1.0,1.8
G,James Harden,258,2019_20,9.9,22.3,4.4,12.4,5.5,9.9,10.2,11.8,1.0,5.5,6.6,7.5,1.8,0.9,4.5,3.3
F,Maurice Harkless,259,2019_20,2.3,4.6,0.5,1.6,1.7,3.0,0.6,1.1,0.9,3.0,3.9,1.1,0.9,0.5,0.9,2.4
F,Maurice Harkless,260,2019_20,2.2,4.3,0.5,1.5,1.7,2.9,0.5,0.8,0.9,3.1,4.0,1.0,1.0,0.6,0.9,2.4
F,Maurice Harkless,261,2019_20,2.5,5.5,0.6,2.1,1.9,3.4,1.3,2.0,0.7,2.7,3.3,1.7,0.8,0.3,0.6,2.3
C,Montrezl Harrell,263,2019_20,7.5,12.9,0.0,0.3,7.5,12.6,3.7,5.6,2.6,4.5,7.1,1.7,0.6,1.1,1.7,2.3
G,Gary Harris,264,2019_20,3.9,9.3,1.3,3.8,2.6,5.5,1.3,1.6,0.5,2.4,2.9,2.1,1.4,0.3,1.1,2.1
F,Joe Harris,265,2019_20,5.5,11.4,2.5,5.9,3.0,5.5,0.9,1.3,0.9,3.4,4.3,2.1,0.6,0.2,1.5,2.3
F,Tobias Harris,266,2019_20,7.7,16.3,1.8,5.0,5.9,11.3,2.4,3.0,1.0,5.9,6.9,3.2,0.7,0.6,1.4,2.3
G,Shaquille Harrison,267,2019_20,1.8,3.8,0.4,1.0,1.4,2.9,0.9,1.2,0.5,1.5,2.0,1.1,0.8,0.4,0.4,1.3
F,Josh Hart,268,2019_20,3.5,8.2,1.9,5.4,1.6,2.7,1.3,1.8,0.9,5.6,6.5,1.7,1.0,0.4,1.2,2.5
C,Isaiah Hartenstein,269,2019_20,1.9,2.9,0.0,0.2,1.9,2.7,0.8,1.2,1.3,2.7,3.9,0.8,0.4,0.5,0.7,1.8
C,Udonis Haslem,270,2019_20,1.0,2.8,0.3,0.8,0.8,2.0,0.8,1.0,0.3,3.8,4.0,0.3,0.0,0.0,0.3,1.5
C,Jaxson Hayes,271,2019_20,2.7,4.0,0.0,0.1,2.7,4.0,1.9,3.0,1.5,2.5,4.0,0.9,0.4,0.9,0.8,2.5
F,Gordon Hayward,272,2019_20,6.7,13.5,1.6,4.3,5.1,9.2,2.4,2.8,1.1,5.6,6.7,4.1,0.7,0.4,1.8,1.8
C,John Henson,273,2019_20,2.4,4.3,0.2,0.9,2.2,3.4,0.6,1.2,1.2,2.9,4.1,1.4,0.6,1.1,0.9,2.0
C,John Henson,274,2019_20,2.1,4.1,0.2,1.1,1.9,3.1,0.6,1.1,1.1,2.8,3.9,1.5,0.6,1.1,0.7,1.9
C,John Henson,275,2019_20,3.1,4.6,0.2,0.5,2.9,4.2,0.5,1.2,1.3,3.1,4.4,1.0,0.7,0.9,1.4,2.1
F,Juancho Hernangómez,277,2019_20,2.1,5.1,0.9,2.7,1.2,2.5,0.9,1.5,0.9,3.2,4.1,0.8,0.4,0.2,0.7,1.3
F,Juancho Hernangómez,278,2019_20,1.1,3.2,0.4,1.8,0.7,1.5,0.5,0.7,0.7,2.1,2.8,0.6,0.1,0.1,0.5,0.9
F,Juancho Hernangómez,279,2019_20,4.4,9.8,2.1,4.9,2.4,4.9,2.0,3.3,1.4,5.9,7.3,1.3,1.0,0.3,1.0,2.5
C,Willy Hernangómez,280,2019_20,2.4,4.5,0.2,0.7,2.2,3.8,1.2,1.9,1.4,2.9,4.3,0.9,0.3,0.2,1.0,1.0
G,Tyler Herro,281,2019_20,4.9,11.5,2.1,5.4,2.8,6.1,1.6,1.8,0.3,3.8,4.1,2.2,0.6,0.2,1.6,1.4
F,Kevin Hervey,282,2019_20,0.7,2.7,0.3,2.0,0.4,0.7,0.0,0.0,0.1,1.1,1.2,0.5,0.1,0.1,0.0,0.4
F,Mario Hezonja,283,2019_20,1.7,4.1,0.5,1.5,1.3,2.6,0.9,1.1,0.6,2.9,3.5,0.9,0.7,0.2,0.8,2.0
G,Buddy Hield,284,2019_20,6.9,16.1,3.8,9.6,3.2,6.6,1.6,1.9,0.8,3.8,4.6,3.0,0.9,0.2,2.3,2.3
G,George Hill,285,2019_20,3.3,6.4,1.4,3.0,1.9,3.4,1.4,1.7,0.8,2.2,3.0,3.1,0.8,0.1,1.0,1.4
F,Solomon Hill,286,2019_20,1.9,4.7,1.1,2.9,0.8,1.8,0.7,0.9,0.5,2.3,2.8,1.8,0.7,0.2,0.9,1.4
F,Solomon Hill,287,2019_20,2.0,4.9,1.2,3.1,0.8,1.8,0.5,0.8,0.5,2.5,3.0,2.0,0.6,0.1,0.8,1.5
F,Solomon Hill,288,2019_20,1.3,4.1,0.6,2.2,0.6,1.9,1.3,1.5,0.5,1.5,1.9,0.9,1.1,0.5,1.0,1.1
F,Jaylen Hoard,289,2019_20,1.2,2.5,0.0,0.2,1.2,2.2,0.6,1.0,1.1,1.4,2.5,0.3,0.4,0.0,0.3,0.9
G,Aaron Holiday,290,2019_20,3.5,8.5,1.3,3.3,2.2,5.2,1.1,1.3,0.3,2.0,2.4,3.4,0.8,0.2,1.3,1.8
G,Jrue Holiday,291,2019_20,7.5,16.5,2.0,5.7,5.5,10.8,2.1,3.0,1.3,3.5,4.8,6.7,1.6,0.8,3.0,2.4
F,Justin Holiday,292,2019_20,2.8,6.7,1.8,4.5,1.0,2.1,0.7,0.9,0.4,2.8,3.3,1.3,1.2,0.6,0.6,1.9
F,Rondae Hollis-Jefferson,293,2019_20,2.6,5.5,0.1,0.4,2.5,5.1,1.8,2.4,1.8,2.9,4.7,1.8,0.8,0.4,1.0,1.9
C,Richaun Holmes,294,2019_20,5.1,7.8,0.0,0.0,5.1,7.8,2.1,2.7,2.9,5.3,8.1,1.0,0.9,1.3,1.2,3.8
F,Rodney Hood,295,2019_20,4.1,8.2,1.7,3.4,2.5,4.8,1.0,1.3,0.5,3.0,3.4,1.5,0.8,0.2,0.9,2.2
C,Al Horford,296,2019_20,4.8,10.6,1.5,4.2,3.3,6.4,0.9,1.2,1.5,5.3,6.8,4.0,0.8,0.9,1.2,2.1
G,Talen Horton-Tucker,297,2019_20,2.3,5.0,0.7,2.2,1.7,2.8,0.3,0.7,0.3,0.8,1.2,1.0,1.3,0.2,1.0,1.7
F,Danuel House Jr.,298,2019_20,3.7,8.6,2.0,5.6,1.6,2.9,1.2,1.4,0.9,3.3,4.2,1.3,1.1,0.5,0.9,2.1
C,Dwight Howard,299,2019_20,2.9,4.0,0.0,0.1,2.9,3.9,1.6,3.1,2.5,4.9,7.3,0.7,0.4,1.1,1.2,3.2
F,William Howard,300,2019_20,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.5
G,Kevin Huerter,301,2019_20,4.5,10.9,2.3,6.0,2.2,4.9,0.9,1.1,0.6,3.4,4.1,3.8,0.9,0.5,1.6,2.5
F,De'Andre Hunter,302,2019_20,4.4,10.8,1.7,4.8,2.7,6.0,1.7,2.3,0.7,3.8,4.5,1.8,0.7,0.3,1.6,2.9
F,Chandler Hutchison,303,2019_20,2.9,6.3,0.4,1.4,2.4,4.9,1.6,2.8,0.6,3.2,3.9,0.9,1.0,0.3,1.0,1.7
C,Serge Ibaka,304,2019_20,6.2,12.2,1.3,3.3,5.0,8.9,1.6,2.3,2.1,6.1,8.2,1.4,0.5,0.8,2.0,2.8
F,Andre Iguodala,305,2019_20,1.8,4.2,0.7,2.2,1.1,2.0,0.3,0.7,0.8,2.9,3.7,2.4,0.7,1.0,1.2,1.7
F,Ersan İlyasova,306,2019_20,2.3,5.0,0.8,2.2,1.5,2.8,1.1,1.4,1.0,3.8,4.8,0.8,0.4,0.3,0.5,1.5
F,Joe Ingles,307,2019_20,3.4,7.7,2.0,4.9,1.5,2.8,1.0,1.3,0.4,3.5,3.9,5.2,0.9,0.2,2.0,2.1
F,Brandon Ingram,308,2019_20,8.2,17.7,2.4,6.2,5.8,11.5,5.0,5.9,0.8,5.3,6.1,4.2,1.0,0.6,3.0,2.9
G,Kyrie Irving,309,2019_20,10.0,20.8,2.8,7.1,7.2,13.7,4.7,5.1,1.1,4.1,5.2,6.4,1.4,0.5,2.6,2.7
F,Jonathan Isaac,310,2019_20,4.6,9.8,0.9,2.8,3.6,7.0,1.8,2.3,1.7,5.1,6.8,1.4,1.6,2.3,1.4,2.4
F,Wes Iwundu,311,2019_20,1.9,4.5,0.5,1.6,1.3,2.9,1.5,1.9,0.5,2.1,2.5,1.2,0.5,0.3,0.5,1.5
G,Frank Jackson,312,2019_20,2.3,5.6,0.8,2.4,1.5,3.2,0.9,1.3,0.4,1.0,1.4,1.0,0.3,0.1,0.8,1.3
C,Jaren Jackson Jr.,313,2019_20,6.2,13.2,2.5,6.5,3.6,6.8,2.4,3.3,1.0,3.6,4.6,1.4,0.7,1.6,1.7,4.1
F,Josh Jackson,314,2019_20,3.2,7.2,1.0,3.3,2.1,4.0,1.6,2.3,0.5,2.5,3.0,1.6,0.8,0.4,1.3,1.8
F,Justin Jackson,315,2019_20,2.1,5.2,0.7,2.5,1.3,2.7,0.6,0.8,0.4,2.0,2.4,0.8,0.2,0.2,0.2,1.1
G,Reggie Jackson,316,2019_20,4.3,10.5,1.8,4.7,2.5,5.8,1.5,1.7,0.5,2.4,3.0,4.1,0.4,0.2,1.6,1.9
G,Reggie Jackson,317,2019_20,5.4,14.1,2.2,5.9,3.2,8.3,1.9,2.4,0.8,2.1,2.9,5.1,0.6,0.1,1.6,1.5
G,Reggie Jackson,318,2019_20,3.4,7.5,1.5,3.7,1.9,3.8,1.1,1.2,0.4,2.6,3.0,3.2,0.3,0.2,1.6,2.2
F,Justin James,319,2019_20,1.0,2.3,0.3,0.8,0.7,1.5,0.3,0.6,0.2,0.7,0.9,0.5,0.2,0.3,0.2,0.5
G,LeBron James,320,2019_20,9.6,19.4,2.2,6.3,7.4,13.1,3.9,5.7,1.0,6.9,7.8,10.2,1.2,0.5,3.9,1.8
G,DaQuan Jeffries,322,2019_20,1.5,3.1,0.4,1.4,1.2,1.7,0.4,0.5,0.2,1.2,1.4,0.5,0.3,0.1,0.2,1.5
G,Ty Jerome,323,2019_20,1.2,3.6,0.5,1.6,0.8,2.0,0.4,0.5,0.2,1.3,1.5,1.4,0.5,0.1,0.6,0.9
F,Alize Johnson,324,2019_20,0.7,1.7,0.2,0.5,0.5,1.2,0.4,0.6,0.9,1.9,2.8,0.4,0.2,0.1,0.4,0.7
F,B.J. Johnson,325,2019_20,0.9,3.2,0.3,0.9,0.6,2.3,0.9,1.0,0.3,1.2,1.5,0.3,0.3,0.0,0.6,0.3
F,Cameron Johnson,326,2019_20,3.1,7.1,1.9,4.8,1.2,2.3,0.8,1.0,0.9,2.4,3.3,1.2,0.6,0.4,0.6,1.5
C,James Johnson,327,2019_20,3.2,6.7,1.0,2.8,2.2,3.9,1.0,1.5,0.8,2.9,3.7,2.3,0.8,1.0,1.5,2.5
F,James Johnson,328,2019_20,2.2,4.8,0.9,2.5,1.3,2.3,0.4,0.8,0.4,2.4,2.9,1.2,0.3,0.7,0.8,1.9
C,James Johnson,329,2019_20,4.6,9.1,1.2,3.3,3.4,5.9,1.6,2.4,1.2,3.5,4.7,3.8,1.4,1.4,2.4,3.3
F,Keldon Johnson,330,2019_20,3.1,5.2,0.8,1.3,2.4,3.9,2.1,2.6,0.6,2.8,3.4,0.9,0.8,0.1,0.8,1.6
F,Stanley Johnson,331,2019_20,0.9,2.4,0.3,1.0,0.6,1.4,0.4,0.6,0.3,1.2,1.5,0.8,0.2,0.2,0.6,0.6
G,Tyler Johnson,332,2019_20,2.5,6.4,1.0,3.1,1.5,3.4,1.1,1.3,0.5,1.5,1.9,1.9,0.4,0.2,0.7,1.5
G,Tyler Johnson,333,2019_20,2.1,5.5,0.8,2.7,1.3,2.8,0.8,1.0,0.3,1.4,1.7,1.6,0.4,0.3,0.8,1.4
G,Tyler Johnson,334,2019_20,4.0,9.9,1.8,4.5,2.3,5.4,2.3,2.3,1.0,2.0,3.0,3.0,0.5,0.1,0.6,1.9
C,Nikola Jokić,335,2019_20,7.7,14.7,1.1,3.5,6.6,11.2,3.4,4.1,2.3,7.5,9.7,7.0,1.2,0.6,3.1,3.0
C,Damian Jones,336,2019_20,2.2,3.2,0.0,0.2,2.2,3.1,1.1,1.5,1.3,2.4,3.7,0.6,0.5,0.7,0.5,2.7
F,Derrick Jones Jr.,337,2019_20,3.1,5.9,0.6,2.2,2.5,3.7,1.6,2.1,1.1,2.8,3.9,1.1,1.0,0.6,0.5,2.2
G,Tyus Jones,338,2019_20,3.0,6.6,0.7,1.9,2.3,4.7,0.7,0.9,0.1,1.4,1.6,4.4,0.9,0.1,0.8,0.7
C,DeAndre Jordan,339,2019_20,3.4,5.1,0.0,0.0,3.4,5.1,1.5,2.2,2.5,7.5,10.0,1.9,0.3,0.9,1.3,2.0
G,Cory Joseph,340,2019_20,2.4,5.7,0.8,2.2,1.6,3.5,0.8,1.0,0.6,2.0,2.6,3.5,0.7,0.3,1.1,1.8
C,Mfiondu Kabengele,341,2019_20,1.2,2.7,0.8,1.7,0.4,1.0,0.4,0.4,0.1,0.8,0.9,0.2,0.2,0.2,0.2,0.8
C,Frank Kaminsky,342,2019_20,3.5,7.9,1.1,3.2,2.5,4.7,1.6,2.3,0.9,3.6,4.5,1.9,0.4,0.3,0.9,1.9
G,Luke Kennard,343,2019_20,5.4,12.2,2.6,6.5,2.8,5.7,2.4,2.7,0.3,3.2,3.5,4.1,0.4,0.2,1.5,2.3
F,Michael Kidd-Gilchrist,345,2019_20,0.9,2.6,0.2,0.8,0.7,1.8,0.4,0.6,0.6,2.1,2.7,0.6,0.1,0.2,0.6,1.5
F,Michael Kidd-Gilchrist,346,2019_20,1.5,4.4,0.4,1.4,1.1,3.0,0.6,0.8,0.8,2.2,2.9,0.8,0.0,0.3,0.6,1.5
F,Michael Kidd-Gilchrist,347,2019_20,0.3,1.0,0.0,0.2,0.3,0.8,0.3,0.4,0.4,2.1,2.5,0.3,0.2,0.2,0.7,1.5
F,Louis King,348,2019_20,0.8,2.1,0.4,1.1,0.4,1.0,0.0,0.3,0.1,0.9,1.0,0.5,0.2,0.0,0.2,1.0
F,Maxi Kleber,349,2019_20,3.2,6.9,1.6,4.3,1.6,2.6,1.1,1.3,1.5,3.7,5.2,1.2,0.3,1.1,0.8,2.4
G,Brandon Knight,350,2019_20,2.4,6.7,1.8,5.2,0.6,1.4,0.8,1.4,0.2,1.5,1.6,2.8,0.4,0.1,1.5,1.6
G,Brandon Knight,351,2019_20,1.8,5.4,1.2,4.0,0.6,1.4,0.3,0.8,0.2,1.1,1.3,1.9,0.3,0.1,1.0,1.3
G,Brandon Knight,352,2019_20,3.4,9.0,2.9,7.4,0.6,1.6,1.8,2.3,0.1,2.2,2.3,4.2,0.6,0.1,2.4,2.2
F,Kevin Knox,353,2019_20,2.2,6.2,1.0,3.1,1.2,3.1,1.0,1.6,0.4,2.4,2.8,0.9,0.4,0.4,0.7,1.6
G,John Konchar,354,2019_20,1.3,1.9,0.3,0.5,1.0,1.4,0.1,0.1,0.9,1.5,2.5,1.2,0.4,0.2,0.4,0.4
G,Furkan Korkmaz,355,2019_20,3.4,7.8,2.0,4.9,1.4,2.9,1.1,1.4,0.3,2.1,2.3,1.1,0.6,0.2,0.8,1.4
